sale_def,bed,bath,area_heated,area,dist_cbd,dist_lakes,pool
154699,3,2,1351,7642,28537.08,1358.06,1
80068,3,1,1025,5983,12497.92,444.23,0
132264,3,2,1408,12995,10741.32,225.58,0
127426,3,2,1260,7920,13487.69,1070.06,0
40313,2,1,1048,7836,15269.76,290.92,0
215147,3,2,1858,5594,17023.53,1478.43,0
167383,3,2,1691,5622,21126.19,546.5,0
75557,3,1.5,1120,14967,10225.99,72.76,0
121059,3,2,1782,6050,11119.22,743.49,0
164015,3,2,2092,11216,14944.37,502.72,0
145610,3,2,1832,9281,12795.99,222.69,1
180202,4,2,1976,34382,27111.44,1635.62,0
124387,3,2,1424,6632,19921.75,1915.93,0
222322,4,2.5,2047,8140,19537.11,5890.72,1
279090,3,2,1532,6604,2258.17,814.56,0
146570,3,2.5,1457,4401,19051.95,4001.37,1
146326,4,2,1682,8268,17395.33,5579.67,0
93055,6,2,1827,9424,14818.47,844.07,0
839306,5,5,5077,32541,14490.97,164.62,1
135175,4,2,1449,5225,14413.83,5130.14,0
217261,4,2,1782,13916,16971.98,68.65,1
174747,4,3,2367,8792,18959.4,5885.11,1
91847,2,2,1312,6962,15562.8,3286.69,0
107123,2,1,1143,9240,8566.64,2062.89,0
687994,5,4,3887,15435,19662.97,278.23,1
224284,5,2.5,2740,5541,21592.6,1399.82,1
110231,3,2,1276,4958,8721.14,1138.23,0
112530,2,2,1420,16610,19875.42,1638.84,0
133373,2,2.5,1278,1701,17704.1,1598.27,0
142238,4,2,1465,5650,14669.87,5544.94,0
310214,5,3,2939,14203,23028.26,897.79,1
124604,3,2,1334,5750,16810.65,5152.95,0
110588,4,2.5,1727,6687,10685.31,259.83,0
243019,3,2.5,2162,5500,20806.2,2062.48,1
907855,5,6,5494,12044,16193.33,29.87,1
131775,4,1.5,1776,26535,13413.26,541.14,0
112907,3,2,1260,5250,20931.09,5317.96,0
191546,4,2,2014,13440,16187.03,845.15,0
89941,1,1,1086,7005,8944.21,346.67,0
161712,4,2,2202,12849,11829.55,4363.27,1
267950,5,3,3100,7979,15099.33,2601.38,1
155077,3,2,1514,5060,15438.17,2915.49,1
121059,4,2,1769,7585,11361.66,451.24,0
203403,4,2,1618,8452,8241.34,1673.52,0
183737,3,2,2012,11109,12543,4279.26,0
124532,3,2,1731,13914,12253.87,160.47,0
136741,3,2,1577,5053,15202.63,632.13,0
200641,3,2,2033,15303,15624.92,116.07,1
320822,5,4,3138,9749,16862.18,313.9,1
85467,3,1,1382,11057,14553.54,1204.41,0
82520,3,2,1135,3600,15656.46,355.33,0
126816,4,2,1877,5254,20379.33,556.27,0
69320,2,1,1098,8182,8117.16,1738.78,0
151447,2,1,792,7179,3273.26,642.65,0
115638,3,2,1279,8899,10986.82,809.53,0
132899,2,1,1065,6800,3377.29,338.99,0
141202,3,2,1619,5000,21401.64,7079.41,0
328065,4,3,3388,11992,18333.47,571.04,1
149270,3,2,1703,2875,23557.31,607.51,0
156274,3,2.5,1507,4261,22591.94,276.35,0
116922,3,2,1490,12689,6106.63,1058.26,0
332029,4,3,2639,14153,17992.46,218.34,1
105501,2,1,953,7501,5493.63,223,0
249022,4,2,2276,8252,14860.64,108.49,0
222777,7,4,4052,8669,21096.99,88.1,0
197261,4,2,2202,10079,22893.85,602.27,1
314191,5,4,3501,11647,20343.17,1750.46,1
329278,4,3,2812,11967,20521.17,1250.16,1
108548,3,1.5,975,8354,21398.33,281.16,0
193659,4,2.5,2838,6092,17123.26,5167.61,0
73309,3,1,1008,6863,18229.72,757.22,0
187760,3,2,1460,8629,3321.06,543.46,0
139093,3,2,1732,10126,14222.67,347.99,0
95161,3,2,1309,4004,10292.54,2148.77,0
164571,4,2,2048,13000,12841.6,87.48,1
75918,3,2,1265,9604,9348.51,144.57,0
109105,4,2,1661,9943,8905.07,1091.91,0
108263,3,2,1448,9650,11444.1,291.21,0
366929,5,3.5,3661,6526,1296.29,164.84,1
113026,3,2,1685,6870,16400.78,4324.36,0
153260,3,2,1737,6752,21902.96,3710.68,1
373216,4,3.5,2741,11724,8655.27,510.4,0
96384,2,2,864,7011,3098.29,502.87,0
199272,4,2.5,2261,14620,15917.65,572.93,1
187358,3,2,2136,8625,11924.69,4395.63,0
75265,3,1.5,1025,11096,8675.31,686.6,0
131876,3,2,1466,7875,12142.77,4126.71,0
85561,3,1,1279,15179,16749.73,565.26,0
108341,2,2.5,1174,1629,16800.21,4768.32,0
107841,3,1,1152,12392,10219.31,1405.29,0
167201,4,2,1877,11892,5632.39,303.2,1
128053,3,1,1490,12820,24478.92,672.6,0
156519,3,2,1154,5041,14659.99,5534.94,0
140513,3,2,1503,5859,14254.38,2444.65,0
310817,4,2,1783,11880,5055.09,380.93,0
128090,3,2.5,1784,4400,23744.3,151.75,0
234668,4,3,2508,11245,17513.25,141.57,0
197558,2,1,1473,10800,4093.62,185.21,0
468201,3,2,2131,20286,3324.61,33.33,1
103761,4,2,1528,6501,9271.27,1674.07,0
166499,4,2,1559,5750,21030.59,1865.14,1
746432,4,2,3196,10030,7573.83,30.65,0
1462402,5,5.5,6799,25704,6465.95,110.74,0
59573,4,2,1192,7862,7534.01,1256.81,0
248022,5,3,3183,10625,21435.4,178.42,0
141324,3,2,1708,5500,15741.35,3703.7,0
232456,4,3,2376,10492,20842.13,1058.39,0
119262,3,2,1642,8200,11851.08,198.35,0
275162,4,2.5,2855,10121,13971.09,227.29,1
256753,4,2.5,2626,5750,22975.05,159.58,0
106985,4,2.5,1498,7401,6744.49,1101.11,0
124341,2,1,1304,6601,10831.68,449.13,0
166391,3,2,1826,11016,9069.36,479.55,0
153925,3,2,1681,10201,14417.84,842.02,0
234685,3,2.5,2848,10575,16627.47,1933.51,0
146240,3,2,1815,9910,2102.7,340.84,0
284191,4,3,2598,13301,12449.75,224.14,1
58706,3,1,932,9417,8356.25,263.14,0
92964,2,1,1032,10133,3814.53,285.91,0
222614,4,1,1440,13398,3980.52,113.58,0
199964,4,2.5,3069,9536,21123.63,3164.1,0
186315,4,2.5,2512,9020,16825.62,2711.53,0
215090,4,2.5,2450,6354,22101.57,90.33,0
145655,4,2.5,2250,5400,21411.67,1073.51,1
172202,4,2,1745,9264,8505.19,1997.99,0
177633,4,3,2295,5485,21484.31,1542.04,0
114021,3,1,1240,11607,20145.21,805.36,0
340876,4,3,2338,13295,21016.35,3673.14,1
105028,4,2,1626,8843,9343.09,2516.06,0
171487,3,3,1941,6163,21350.38,3512.34,0
91337,3,2,1624,49731,7121.88,1284.82,0
96790,2,1,879,7111,4521.61,224.07,0
93504,3,2,1323,6027,9249.69,614.69,0
47515,2,1,1632,13416,18437.7,514.06,0
95914,3,2,1210,6315,9896.94,496.44,0
120361,3,2,1619,5250,21441.46,6944.67,0
108183,3,2,1379,8442,4785.68,392.09,0
200531,5,4,2782,5568,21794.34,1465.87,0
2411553,6,6.5,7545,56616,17433.39,61.79,1
105556,3,2,1356,5475,21542.71,84.87,0
120778,3,2,1705,12598,7521.63,1014.31,0
95763,2,2,1070,6819,16145.28,2535.31,0
75342,2,1,1116,10429,19692.18,760.56,0
57519,3,1,1158,25018,5359.2,250.93,0
127089,4,2,1528,5000,17380.83,645.49,0
223323,3,2,2792,10846,19842.18,6671.29,1
118732,4,2.5,2200,17516,21744.23,741.17,0
138348,3,2,1364,5308,12293.46,1177.09,0
1006128,4,4,4729,17025,17138.11,136.06,1
87387,3,1.5,1242,10448,8024.6,600.54,0
259336,4,3,2362,47071,25785.32,609.46,1
570177,4,3.5,3493,12842,13211.22,314.99,1
249532,4,3,2450,9489,16146.14,89.61,0
99189,3,2,1268,7542,15543.24,639.07,0
161762,3,2,1617,7623,14891.14,3156.62,0
150884,3,2.5,2176,13001,21493.76,73.55,0
245052,4,3,2297,12219,21198.57,105.93,1
213288,4,3,2121,18962,8500.8,380.04,1
215858,3,2,1672,6512,16683.73,5575.17,1
144719,3,2,1315,8184,16701.52,4625.03,0
287811,3,2,1590,6775,3586,561.04,0
161740,3,2,1810,8509,2809.46,561.84,0
186588,3,2,2008,11226,14894.77,474.78,0
166230,3,2,2084,6944,14229.23,3269.64,0
86994,3,1,1088,10402,6406.9,1095.72,0
246643,4,2,1959,6760,9375.95,195.01,0
181638,3,2,1735,10041,11532.08,563.23,0
106820,3,1,1104,10130,7986.39,860.41,0
173248,4,3,2370,11398,29712.75,2865.54,0
252714,5,3,2704,7475,23035.39,237.21,0
134020,3,2,1792,16959,19263.03,4937.28,1
175257,4,3,2105,7178,19235.27,1191.22,0
94087,3,2,1719,11155,9783.59,330.34,1
469766,4,3,2768,18571,12487.09,20.09,0
209681,4,3,2024,10784,20892.62,8139.11,1
198700,3,2,2075,9936,23580.2,637.4,0
89702,3,1.5,1104,6811,7311.31,1197.57,0
162736,5,3,3311,8959,21909.42,452.39,0
120230,5,3.5,2195,21345,11242.42,413.93,0
155807,4,2.5,1972,7495,11590.43,371.76,0
115109,3,2,1582,5501,19020.79,1298.94,0
519088,3,2,3528,23361,19485.91,202.16,1
87806,2,1,1008,7647,15734.34,598.58,0
152001,2,2,1333,8700,14058.8,1056.73,0
123638,2,1,1090,7005,2938.5,188.95,0
142709,3,2,1398,5250,21305.16,1189.32,0
286525,4,3,2721,12047,10787.95,517.87,0
69107,2,2,982,2986,15030.54,3519.28,0
186618,3,2.5,3269,31296,17797.26,408.45,1
128831,3,2,1328,6466,9335.55,1569.33,0
119362,4,2,1433,10165,7916.11,437.47,0
193987,4,2,2155,7359,22375.16,810.21,0
163271,4,3,2048,5319,16489.57,2388.71,0
219750,3,2,2909,8584,21245.52,2004.06,0
89779,3,2,1318,8776,21047.66,283.32,0
305029,5,3,3562,9065,18564.57,1444.48,0
167503,4,2.5,2293,10790,7311.69,1053.44,1
251978,4,3,2780,10747,13808.41,5538.56,0
190791,4,2,1630,8246,7894.24,1434.87,0
240924,4,4,2991,11678,18237.06,152.74,0
70689,3,1.5,1040,14624,24268.43,688.62,0
247868,4,2.5,2941,9100,16255.39,1908.87,0
151085,3,2.5,1718,8186,10642.29,262.31,0
160126,4,2,1972,9504,21413.97,385.62,0
158288,3,2.5,2213,9271,12120.9,3865.48,1
182136,3,2,1396,6288,13868.15,220.26,0
125223,3,2,1426,12240,19423.97,434.84,0
128586,3,2,1594,5001,14995.17,410.14,0
249953,4,3.5,2788,14537,18915.4,427,1
203602,4,2,2328,10392,19082.34,1733.84,1
234461,3,2,1685,8634,8795.28,1985.74,0
122097,3,2,1472,11375,10439.21,3328.52,0
91049,3,2,1031,6064,9313.14,724.37,0
146454,4,2,1995,6050,13112.77,733.91,0
201108,3,2.5,2054,2986,3044.07,321.2,0
199156,4,2,1929,5537,21189.5,97,0
253555,3,2,1981,7284,2732.02,162.05,0
123575,4,2,1633,8236,14434.38,2676.83,0
362095,5,3.5,3980,9665,23282.23,640.75,0
142319,3,2,1556,12026,12413.61,193.05,0
104090,3,2,1440,7583,10187.32,2290.71,0
427530,5,4.5,3087,11200,17911.41,584.32,1
728899,4,3,3528,40533,16571.1,67.31,1
67366,3,1,988,6745,3390.63,325.56,0
212503,4,2,2856,9374,14095.27,154.02,0
133879,3,2,1628,8000,18021.23,4649.77,0
197926,3,3,2239,8542,12664.67,513.24,1
171635,3,2.5,2293,5753,16360.01,64.66,0
148000,2,2.5,1380,2400,22612.86,433.95,0
444286,4,3.5,3272,5558,15795.21,203.72,1
228765,3,2.5,2361,8781,17083.57,1465.87,0
294611,4,4.5,3341,13515,19962.31,986.31,1
136527,3,2,1183,5000,14550.5,2566.33,0
380369,3,2.5,2423,6866,5158.52,827.04,0
371810,4,3,2686,10685,17010.74,179.16,1
138530,3,2,1786,11060,15009.17,518.13,0
121757,3,2,1151,7190,12852.74,2382.71,0
117388,3,2,1806,25292,13644.09,248.38,0
388522,3,3,1975,12511,2011.79,250.48,0
212087,3,2,1595,10809,17197.31,213.4,0
85591,3,2,1764,9244,8834.89,2336.81,0
124245,3,1,1150,7190,3244.5,346.77,0
331469,4,2,2025,8799,2862.23,168.55,1
81942,4,2,1271,8844,15151.27,567.19,0
118297,2,1,897,8249,10907.3,2590.37,0
172025,3,2,1866,10607,12415.51,377.54,0
911689,4,4.5,4561,20469,17805.94,390.38,1
247338,3,2,1806,18690,4113.08,152.96,0
207140,4,3,2259,11067,13816.19,321.71,1
78406,3,1.5,1035,6750,5838.91,396.35,0
124604,3,2,1838,5499,11326.27,3147.53,0
218387,3,2.5,2257,5255,22467.47,1667.91,0
108756,4,2,2677,9645,10567.64,1087.74,1
116758,3,2,1325,9025,4167.8,192.82,0
154680,3,2,1585,5500,22443.86,388.88,0
157372,4,2,2046,5150,18902.85,2243.97,0
148071,3,2,1553,7583,13652.4,4061.67,0
189142,3,2,1622,10620,14523.83,583.05,1
132197,3,1,1211,5002,3038.26,622.8,0
165708,2,2,1617,6219,1942.1,780.39,0
188180,3,2,1851,6116,23903.85,963.83,0
299903,4,3,2958,21350,13807.75,767.57,1
172935,3,2,1919,9200,12860.65,203.63,0
316934,4,3,2748,12584,20817.78,7738.61,0
142741,2,1,894,6983,16158.89,3270.1,0
420745,4,3,2764,12822,10390.12,322.34,1
104683,3,2,1303,4298,17886.58,1348.92,0
289127,4,3,2845,11246,17830.86,380.39,1
192628,3,2,1089,8480,4455.19,475.08,1
265543,4,3,2077,11476,5982.43,256.03,0
111122,3,2.5,1383,8397,9736.16,1968.25,0
264051,4,3,2299,7646,7363.26,73.39,0
116047,3,1.5,1107,11394,7902.9,396.52,0
441951,3,2.5,2535,11201,18707.01,425.25,0
328555,4,5,2556,5820,15938.77,248.58,1
120573,3,2,1264,11034,17670.39,3457.19,0
103310,3,2,1415,6438,15845.68,3769.13,0
123191,2,1,951,7499,12270,228.06,1
125075,3,2,1901,5712,22861.85,190.61,0
184767,4,2,1960,5473,14034.67,2530.47,0
164421,3,2,1740,6444,22297.34,1657.15,0
191950,4,3,2716,12534,12870.52,153.47,0
71415,2,1,1433,8749,17171.19,549.39,0
319277,4,3.5,3080,14070,19535.96,347.6,1
152783,3,2,1651,8002,14786.98,572.8,0
168293,3,2,2053,9989,18785.06,370.29,1
201026,4,2,2046,10994,13337.51,150.7,1
237015,5,4,3129,11384,9790.97,252.85,0
199765,4,2,2016,7240,17616.48,624.09,0
155796,3,2,1960,5720,12977.67,753.32,0
93986,3,2,1440,2300,22035.25,669.33,0
114654,3,2,1120,9226,9880.8,2384.85,0
200170,4,3,2392,10127,15481.68,550.87,1
99818,3,2,1480,6475,12967.8,380.31,0
181282,5,3,2782,5900,21073.68,7943.57,0
384303,3,3,2340,9000,12013.03,752.06,1
275514,4,3,3158,13844,11786.55,4624.79,0
383768,4,4,3887,15146,13460.6,370.53,0
273378,4,2.5,2592,9602,17539.76,1054.97,0
292464,4,3,3081,8400,23699.31,2458.59,0
249953,4,2,2210,6601,21236.23,6059.5,0
138348,4,3,1627,8545,7376,961.37,0
117482,3,2,1245,6984,10053.43,1536.18,0
125283,4,2,1634,9194,18559.34,5648.56,0
163904,4,2.5,2135,5954,21699.31,824.91,0
131886,4,2.5,1890,8311,11670.39,491.29,0
152975,4,2.5,2487,10412,17816.34,1123.11,0
95351,3,1,1071,14374,10316.1,425.74,0
116941,3,2,1511,5249,21622.3,6979.93,0
87260,2,1,1056,7031,8245.08,240.17,0
97660,3,2,1240,9835,21071.78,422.05,0
106720,3,2,1726,9875,12698.25,592.94,0
175283,3,2,2183,5282,23112.18,1378.47,0
135450,3,2,1341,2084,19933.95,3996.29,0
107292,3,2,1385,5004,11914.46,1812.55,0
127391,3,2,1557,5251,13502.98,3815.33,0
113054,3,2,1488,12691,11521.9,512.17,0
124823,3,2,1192,4750,14375.6,5245.29,0
129562,4,2,1652,7417,16066.5,3989.77,0
187018,5,3,2694,6582,21362.08,333.71,0
113739,3,2,1598,5819,15356.52,749.46,0
66600,3,1.5,1244,7948,7836.24,1167.59,0
271163,5,2.5,3324,8107,20155.69,2645.65,0
159502,3,2,1755,12068,11868.55,485.32,1
168355,5,3,2254,11311,14735.67,717.52,0
254521,5,3,3227,8649,11872.37,4308.45,0
150828,4,2,1904,9460,17430.15,159.15,0
67894,2,1,768,4320,21479.8,469.69,0
126773,4,2,1934,5132,14497.39,4063.53,0
380002,4,2.5,2187,12233,3525.82,210.31,0
68007,3,1,851,6607,19301.52,1024.2,0
351720,4,3,2506,10809,11255.51,425.8,1
147102,3,2,1610,5535,21262.29,3522.45,0
73408,2,1.5,1215,5667,8301.12,1596.64,0
89789,2,2,1369,9205,8160.37,708.6,0
382032,4,3,2944,17735,6019.83,326.17,0
169308,3,2,1732,6065,18700.53,4484.03,1
129306,2,2,1225,5002,6392.55,90.02,0
143968,4,3,2466,13310,15005.13,203.94,0
182800,4,2,2185,6100,13180.31,4649.61,0
172904,3,2.5,1456,5133,18866.58,4269.13,1
128031,3,2.5,1456,5227,19067.97,4182.48,0
144151,3,2,1876,10036,24753.51,599.62,0
187331,4,3,2786,5250,20128.64,8114.96,0
126626,3,2,1180,8972,10846.47,168.73,0
235613,4,3,2394,7943,23056.65,495.28,0
304640,5,3,2715,22029,20062.66,97.58,1
152264,3,2,2082,13360,17427.33,714.48,0
128005,3,2,1559,6021,15622.65,1098.41,0
262571,4,2.5,3009,8701,19241.56,1683.67,1
92632,3,2,1281,6909,8860.53,437.01,0
134400,3,2.5,1480,20913,14423.03,2481.4,0
286056,4,2.5,3927,7200,21712.65,1355.67,0
385779,4,3.5,3645,19587,19599.11,3112.43,0
1580169,5,5.5,5266,23773,16104.68,151.63,1
108218,4,2.5,1669,10885,11365.49,612.46,0
439611,5,3,3301,12078,19228.73,2621.42,0
183006,3,2,1771,11543,17054.58,103.09,1
234438,5,3,3568,57591,20675.96,162.2,1
296298,3,2,2940,10164,20957.98,3657.32,1
176297,4,2,1811,10015,11448.92,435.73,1
86339,3,2,1205,7656,9838.13,295.85,0
121583,3,2,1216,5841,17459.44,5774.09,0
125657,3,2,1551,7667,29303.89,3121.69,0
769748,4,4,4860,22982,7595.92,87.59,1
165260,3,2,1732,5869,21688.04,1525.33,0
139655,3,2,1544,11164,10375.99,3439.01,1
135749,4,2.5,1842,4620,21113.2,5593.16,0
187760,5,3,1897,9362,6778.49,255.79,0
158334,3,2,2269,10701,7694.23,766.9,0
55571,2,1,792,18300,18631.95,800.84,0
171915,3,2,1565,5000,13796.89,3910.12,0
254333,4,2.5,2306,15124,5879.23,152.59,0
135788,3,2,1457,6314,16739.16,508.99,0
115649,3,2,1526,9147,17179.99,5224.65,0
363528,4,3,2768,10804,22834,245.81,1
151313,4,2.5,2530,9709,24268.92,954.17,0
87227,3,2,1252,18752,12494.55,624.91,0
149784,4,2.5,2266,6478,20485.18,4285.51,0
83744,3,2,1580,8623,10222.64,238.71,0
98756,3,2,1814,20505,9154.58,601.41,0
143732,3,2,1809,6977,19243.97,4610.38,0
133761,4,2,1874,9129,15934.22,2813.82,0
139003,2,1,1217,6538,2931.84,329.4,0
194579,3,2,1678,9522,3067.41,287.36,0
125376,3,2,1592,10849,20436.41,531.63,1
138838,3,2,1501,10724,10389.63,222.92,1
60818,2,1,921,12000,7717.57,601.38,0
334497,4,3,3599,18700,21034.15,369.46,1
309873,4,2,2569,43595,25037.64,1347.02,1
151277,4,2.5,2397,6349,21106.88,7338.28,0
135754,3,2,1289,6731,16596.45,414.8,0
71852,3,2,1268,4957,21434,426.16,0
235945,4,2.5,2536,9611,12062.41,710.49,1
114845,3,2,1675,9000,13271.38,399.13,0
215647,4,3,2871,16735,7605.03,202.08,0
155656,4,2,1838,5289,10557.58,181.19,0
149114,4,2,1948,5499,22217.09,1472.29,0
138059,3,1.5,1317,8940,5698.38,315.33,0
213520,4,2.5,2342,10235,9668.91,27.85,0
102801,4,3,1499,8732,20992.3,264.36,0
40168,3,2,1104,6708,19693.93,1887.59,0
113979,3,2,1483,16856,7955.84,347.66,1
145542,3,2,1461,13025,11298.93,685.23,0
124865,3,2,1372,9200,11119.11,550.99,1
75446,3,2,1092,6996,7709.12,665.38,0
184924,4,2.5,1984,7925,22400.43,6005.88,1
237424,4,3.5,2867,8035,14249.88,3361.9,0
99721,5,3,1565,12935,3239.54,199.37,0
116356,3,1.5,1000,8702,7792.5,1279.72,0
143234,3,2,1460,7000,14204,2794.42,1
249062,3,2,1864,11243,10440.98,311.03,1
84806,2,1,1208,7799,17201.97,629.67,0
150938,4,2,2015,9829,12207.49,3936.15,1
65844,2,1,912,8646,2493.83,707.83,0
181571,3,2,1850,5506,3961.7,789.06,0
170374,3,2,1950,5488,17109.5,5128.49,0
267950,4,3,2773,11803,13652.58,509.66,1
152262,2,1,885,10139,3553.75,403.39,0
121867,4,2,1674,59084,11937.12,41.24,0
159369,3,2,2045,9306,9078.38,406.39,0
168751,4,2,1694,7726,17427.81,5449.89,0
204791,4,2,1705,5519,17328.19,2715.11,0
149369,3,2,1328,10356,8909.94,2003.6,0
179178,3,1.5,1805,9771,3857.19,183.23,0
120563,4,2,1910,14648,12870.29,595.06,0
94711,3,2,1406,4727,8383.33,704.62,0
113913,3,2,1456,10744,2537.62,252.94,0
613718,3,4,2857,9413,8458.91,133.39,0
165982,4,2,2057,8859,13845.4,410.94,0
91393,2,2,927,4231,9715.29,1946.19,0
93832,3,2,1410,5459,15696.54,742.19,0
115346,3,2,1646,10066,12417.31,394.01,0
100871,3,2,1510,7431,15145.19,391,0
102923,4,2,1274,5134,11682.25,2021.49,1
87308,6,2,1934,13360,3450.47,244.31,0
149286,3,2,1930,10119,18782.64,2149.1,1
177949,3,2.5,1905,6440,10251.53,43.24,0
323940,4,3,2462,11259,16588.31,431.48,1
127854,3,2,1632,5526,24595.87,1151.52,0
245091,3,2,2117,19748,5352.9,247.87,0
195796,3,2,1801,5460,14525.95,1629.15,0
134167,3,2,1727,5000,20066.61,895.21,0
109700,3,1,1526,7653,1380.25,488.24,0
82036,3,1,1261,6498,8677.59,708.66,0
136323,4,2.5,1786,5400,20049.9,3181.07,0
55539,1,1,650,1800,1355.27,300.32,0
114733,5,2,2498,10177,10920.72,160.42,0
124277,2,1,1064,6904,4806.85,792.57,0
100120,2,2,1044,7523,16588.39,418.71,0
218020,4,2,2184,8117,21301.23,3648.04,1
121371,3,2,1500,11002,12737.56,751.87,0
223117,4,3,1630,7050,3972.81,853.1,0
192257,4,2,1903,6765,22317.42,463.81,0
181429,3,2,1677,6326,10967.79,426.26,0
408332,4,3.5,3749,26785,19851.04,382.41,1
408671,3,2,2754,7803,15986.94,288.14,1
141283,4,2,2056,10726,17030.87,5732.08,0
120257,3,2,1376,14786,24385.7,525.54,0
126189,3,2,1399,10950,13507.07,179.97,0
152956,4,2,1951,11006,14509.19,414.74,0
213928,4,2,2294,10241,18687.13,469.26,1
175808,3,2,2018,9375,23637.68,571.21,0
97436,3,2,1209,7609,12680.91,2283.87,0
269929,4,3,2870,76074,25084.24,406.4,1
104642,3,1,1025,9105,6315.65,1529.18,0
94830,3,2,1448,11048,14813.44,1309.03,0
165161,4,2,2611,15176,18248.82,256.2,0
71715,4,2,1638,9031,10586.02,1095.13,1
255820,4,3,2873,11110,21087.73,213.17,0
89074,3,2,1112,4449,13433,2918.96,0
687735,5,5.5,3954,14874,4917.66,244.87,0
104202,3,2,1240,9257,7681.12,303.52,0
134410,4,2,1855,7250,17838.46,969.56,0
213348,4,2.5,2573,9708,20836.36,615.01,0
136126,3,2,1440,3487,20536.93,5318.78,1
139181,3,2,1408,37384,26669.52,645.91,0
371807,5,3,3424,8626,23335.16,1215.05,1
229148,5,3,4302,9363,20795.95,202.74,1
81768,2,1,894,11250,12218.96,672.46,0
169940,4,2,2073,10622,10561.44,955.74,1
195449,3,2,1797,10410,20049.27,359.36,0
122166,2,1,1240,10071,4075.62,843.86,0
219929,4,2,2822,8433,20473.35,8206.79,0
131977,3,2,1311,4910,11853.13,1702.47,0
124036,3,2,1504,12756,10213.68,2636.82,0
177801,2,2,1614,8719,4208.08,158.64,0
433087,4,4,2862,16665,5899.99,186.18,1
200993,3,2.5,2002,8423,16582.25,595.05,0
99919,3,2,1585,12476,19922.55,329.17,0
222196,4,2,2151,6363,20745.73,314.48,0
210514,3,2,2778,8734,20950.12,8179.27,0
178359,3,2.5,2132,7015,17619.61,2538.41,0
120393,3,2,1185,8855,7880.8,1429.58,1
135297,3,2,1292,4620,11476.51,3237.78,0
164046,4,2,2028,11655,21921.8,1056.76,0
589566,5,4.5,4577,9269,15953.84,107.27,1
178487,3,2,1565,6233,18104.19,1026.8,0
205350,4,3,2309,19041,14253.12,42.11,1
84345,3,2,1543,15702,8115.45,1457.05,1
160326,3,2,1528,8236,15164.92,1039.57,1
